truthSat.TAIModJulian     xWithNoise                yWithNoise                zWithNoise                vxWithNoise               vyWithNoise               vzWithNoise               
28620.13602371528         -6450.102609907307        734.0719576602467         1190.507003371903         -0.6867125442595218       -7.674669954925687        1.011066577442499         
28620.13602393519         -6450.116583031485        733.9255988931474         1190.525432911174         -0.6867317942950835       -7.674676499865077        1.010828083855953         
28620.13602417823         -6450.130374079797        733.7645814735828         1190.547328437668         -0.6862490638274373       -7.674775218672107        1.01083583321188          
28620.13602438657         -6450.142923338596        733.6271905222568         1190.565231941148         -0.6860757604824128       -7.674775467635449        1.010829659796178         
28620.13602458333         -6450.155376542572        733.4987365198506         1190.582680542834         -0.6860642348536187       -7.674611260867403        1.010787508096611         
28620.13602478009         -6450.167287529976        733.3663991909332         1190.600878912037         -0.6860233459782317       -7.674802618914757        1.011028610044847         
28620.1360250463          -6450.181931923221        733.1886972659623         1190.622374072385         -0.6857059760103184       -7.674821817650798        1.010826218043668         
28620.13602541666         -6450.205342259842        732.9438071509551         1190.65619673727          -0.6855542067554665       -7.674788092708982        1.010658668660964         
28620.13602561343         -6450.213957489731        732.8127068748747         1190.672465827642         -0.6852858463898314       -7.674798460158788        1.010626245340201         
28620.13602589121         -6450.233492535215        732.628864075313          1190.698523855951         -0.685306598293081        -7.674861019339998        1.010793407898365         
28620.13602608797         -6450.244113829149        732.4978997348278         1190.713480597559         -0.6850106046452864       -7.674961258790505        1.01054475281086          
28620.13602630786         -6450.257615304289        732.3531100844117         1190.733347729632         -0.6849260349861587       -7.674901661318553        1.010736494255643         
28620.13602652777         -6450.270286850156        732.2075079072403         1190.752568083465         -0.6846190466566984       -7.674948517885724        1.010816827300501         
28620.13602672453         -6450.282411178957        732.0759302396191         1190.769237584261         -0.6845992710102184       -7.67506575016658         1.010519887748541         
28620.13602690972         -6450.291067217408        731.9542052211085         1190.786165575802         -0.6844294894056143       -7.674928170149867        1.0106505905482           
28620.13602712963         -6450.306902408686        731.8077904364995         1190.805513710522         -0.684250524260555        -7.675082187858027        1.010515668397202         
28620.13602737268         -6450.319782653964        731.6474472001922         1190.825726511211         -0.6840174130223767       -7.674901348678984        1.010424866858253         
28620.13602758101         -6450.332712634001        731.511945765589          1190.8453848454           -0.6839162605324399       -7.675057462410417        1.01038496880117          
28620.1360277662          -6450.342979826121        731.3887041421066         1190.859118835774         -0.6839009176343148       -7.675014426868878        1.010297639940922         
28620.13602802083         -6450.357492736089        731.2157761117114         1190.882072408017         -0.6835722186971399       -7.675069616843063        1.010340353220781         
28620.13602822916         -6450.371242850836        731.0779437696893         1190.900086802528         -0.6833538823686606       -7.675021755069638        1.010391455683776         
28620.13602846064         -6450.384230723186        730.925582743458          1190.921210304693         -0.683158774826541        -7.675075513608607        1.010109024014381         
28620.13602866899         -6450.396286807714        730.7866758957421         1190.938733342781         -0.6831325709930015       -7.675027047855503        1.010328856621589         
28620.13602887732         -6450.405860807922        730.6491991813683         1190.956053703331         -0.6826558822565874       -7.675090246951228        1.010209835712949         
28620.1360290625          -6450.419460636804        730.5273119697479         1190.974194746483         -0.6825109369396291       -7.675092994430772        1.010110369822484         
28620.13602928241         -6450.432350379911        730.379960777388          1190.992140615658         -0.6826272083085599       -7.675157627073025        1.009999740191448         
28620.13602952545         -6450.445456141892        730.217584087133          1191.014474429036         -0.6824347182103913       -7.675132092073088        1.010161331374554         
28620.13602975694         -6450.461470758377        730.0658124628283         1191.03301337275          -0.6821481755301504       -7.675332779917532        1.010189882907576         
28620.1360299537          -6450.470604073258        729.9366943568351         1191.052538931516         -0.6820213428029076       -7.675436244811573        1.01012831519338          
28620.13603019676         -6450.487841833478        729.7746914177524         1191.074564944601         -0.6818785062980677       -7.67500131998873         1.010069544545726         
28620.13603041667         -6450.499662312523        729.6281088737128         1191.091371967716         -0.6815664126850213       -7.675135076658069        1.010013500383578         
28620.1360306713          -6450.513581627433        729.4589949756972         1191.114664209842         -0.6814391951571036       -7.675161741319027        1.009986089148218         
28620.13603105324         -6450.538043459784        729.2077124436248         1191.146001392501         -0.681198222140867        -7.675175647899288        1.009964383698815         
28620.13603152777         -6450.56533411562         728.8905541841517         1191.189195915226         -0.6807283351219149       -7.675316986378051        1.01004335211113          
28620.13603197916         -6450.591035261198        728.5923956702126         1191.227005484323         -0.6804227804445649       -7.675414498182927        1.009899625630206         
28620.13603219907         -6450.603119472594        728.4469286272409         1191.248546607291         -0.6802321669870008       -7.675643902255302        1.009759448535325         
28620.13603814814         -6450.951786629952        724.4990563473027         1191.767323728152         -0.6756597270694766       -7.675858261353426        1.009010276502004         
28620.1360383912          -6450.965953643263        724.3401856216286         1191.787989135115         -0.6753605343225838       -7.67578865706066         1.008911952795461         
28620.13603859953         -6450.97780157688         724.2002513859499         1191.805764504475         -0.6752658160480868       -7.675861775376623        1.008836810930769         
28620.13603883101         -6450.991768162585        724.0465109252659         1191.826596506201         -0.6749099050328992       -7.676049535665513        1.008845963939471         
28620.1360390162          -6451.004128489924        723.9273720251016         1191.844233748204         -0.6749862205910284       -7.676028366116851        1.00882432000698          
28620.13603921296         -6451.014558237782        723.7953928900806         1191.858562557614         -0.674776212044209        -7.67598416966577         1.008859723538901         
28620.13603944444         -6451.028470661798        723.640092850069          1191.877973474707         -0.6745791312191001       -7.676073971600458        1.008944335066288         
28620.13603967592         -6451.042423880751        723.4884636366237         1191.900410838268         -0.6744121772395205       -7.675936031460201        1.008702304414541         
28620.13603987268         -6451.053816363906        723.3555086542187         1191.916603379338         -0.6742143941428628       -7.675959302189374        1.008703997702479         
28620.13604009259         -6451.066049571596        723.2108631476849         1191.936391562724         -0.6740035333272695       -7.676214664427552        1.008764050531683         
28620.13604033564         -6451.080928512012        723.0497351364679         1191.957675751595         -0.6739842886460785       -7.676330759425651        1.00870815260292          
28620.13604055555         -6451.093761046282        722.9029833286892         1191.976840186313         -0.6738856416527483       -7.676168111871992        1.008627630705889         
28620.13604074074         -6451.101752880523        722.7801423959678         1191.989916625902         -0.6736555576166368       -7.675821235639098        1.008598844812616         
28620.13604097222         -6451.118724367424        722.6283094143822         1192.013037387103         -0.6735606592676654       -7.676157761304892        1.008501716006951         
28620.1360411574          -6451.126325094729        722.5074258031404         1192.027914084708         -0.6733297126793059       -7.676232319315966        1.008428787452649         
28620.13604136573         -6451.141606352984        722.368162748487          1192.047880731569         -0.6731936254999978       -7.676323166988994        1.008439758172989         
28620.13604160879         -6451.153402760659        722.2058803797712         1192.068422834609         -0.6730565475266881       -7.676285694270639        1.008472017044356         
28620.13604181712         -6451.166280595109        722.0672684297338         1192.085730975394         -0.6727909245618733       -7.676159477873549        1.008315401386273         
28620.13604200231         -6451.177082530473        721.9448028906259         1192.10249580312          -0.6725732509751171       -7.676299193620851        1.00830588245651          
28620.13604239583         -6451.200177779567        721.6839224137956         1192.136291142358         -0.6723361177194438       -7.676276208815368        1.008222150301619         
28620.13604265046         -6451.214917400766        721.51508452413           1192.157314808998         -0.6720239772684015       -7.676131903844063        1.008256794527879         
28620.13604288194         -6451.228071182668        721.3614428965949         1192.178365445978         -0.6717332208478599       -7.676196504559381        1.008358466441204         
28620.13604309027         -6451.241166933842        721.2262371772849         1192.197437421151         -0.6717278120367842       -7.676205061388934        1.00819732454438          
28620.13604332175         -6451.255790132738        721.0688621080108         1192.215681133044         -0.6714865649370987       -7.676638206291186        1.0080864422894           
28620.13604354166         -6451.266249860052        720.9238923699413         1192.236930427055         -0.6713628892222044       -7.676327958995776        1.008121703975504         
28620.13604374999         -6451.280253612972        720.7862726615258         1192.256459558806         -0.6713838384531486       -7.676464445074457        1.008094832259003         
28620.13604399305         -6451.292175247677        720.623961357689          1192.273033325882         -0.6711085576350738       -7.676330922490181        1.008116155479482         
28620.13604421296         -6451.305357986334        720.4807643065245         1192.294048794662         -0.6710213837914916       -7.676418918673427        1.007988670667585         
28620.13604440972         -6451.317992143947        720.3485493113271         1192.311300615171         -0.6707795565420918       -7.676477328657554        1.008149295558101         
28620.13604461805         -6451.329616913143        720.209231559812          1192.329801902794         -0.6707440748227932       -7.67658176333458         1.008084171837128         
28620.13604486111         -6451.342356221733        720.0488945395343         1192.351551551533         -0.6702668666324341       -7.676403934637128        1.007990855683003         
28620.13604508102         -6451.354506318093        719.9014138582612         1192.372489710824         -0.6703616516412879       -7.676446631355113        1.008079979903446         
28620.13604527778         -6451.368899212941        719.7739701641876         1192.387973432903         -0.6702141781384972       -7.676437785711759        1.007989142638668         
28620.13604552083         -6451.382461989489        719.6131501204437         1192.408104323104         -0.670075871831492        -7.676337004777364        1.007903975479587         
28620.13604572917         -6451.393704051888        719.4729916305961         1192.426817176467         -0.6698905414025256       -7.676513151039677        1.008058458883572         
28620.1360459375          -6451.403854771614        719.3357168170744         1192.444623536522         -0.6696544431561106       -7.676753816057248        1.007729411635594         
28620.13604618056         -6451.419126225127        719.1756670219747         1192.465576763377         -0.6694033435565397       -7.676671932975526        1.007798170533955         
28620.13604638889         -6451.431159627952        719.0349507063867         1192.483055916949         -0.6692489081571454       -7.676596291495091        1.007755584038487         
28620.13604657407         -6451.443827401844        718.9122495531683         1192.500739358843         -0.6692273510827472       -7.676581128112522        1.007756876545046         
28620.13604678241         -6451.453714193932        718.774014644575          1192.518638018151         -0.6689307588113863       -7.676694253024156        1.007803905334629         
28620.13604702546         -6451.46761472172         718.6130123499386         1192.540130351768         -0.6688791019110273       -7.67676779698411         1.007518502958138         
28620.13604730324         -6451.484075371599        718.4297721159289         1192.564154637531         -0.6685968884373908       -7.676695685092714        1.007378795167633         
28620.13604751157         -6451.495685265222        718.2899488757324         1192.580764029662         -0.6684267706072552       -7.676830884738103        1.007536807724557         
28620.13604774305         -6451.511956330001        718.1379736573434         1192.601469055521         -0.6681970194922527       -7.676892491359755        1.007630178189587         
28620.13604799768         -6451.524587860905        717.9693850140731         1192.623477958572         -0.6679311895277019       -7.67675779273668         1.007489617223069         
28620.13604820602         -6451.536716783624        717.8316947320541         1192.642058614462         -0.6679693500522308       -7.676757823535758        1.007623680437731         
28620.13604844907         -6451.551479272717        717.6695792466556         1192.662559414965         -0.6675024683062646       -7.677026022000712        1.007319153344641         
28620.13604864583         -6451.561571413567        717.5379105347769         1192.682074609636         -0.667307003081689        -7.676787430713492        1.007499277030942         
28620.13604885416         -6451.573209540828        717.4007718191788         1192.698449608971         -0.6673785267324753       -7.676796675865778        1.007429535585962         
28620.13604905093         -6451.584263024414        717.269381405017          1192.715605498864         -0.6671881581833177       -7.676890811732309        1.007374707853332         
28620.13604928241         -6451.598657996101        717.114715072395          1192.735741155119         -0.6669633729140053       -7.676758504232853        1.007237087198505         
28620.13604949074         -6451.611108349605        716.9783134610615         1192.751747082655         -0.6670104285849646       -7.676934396522411        1.007297003882743         
28620.1360496875          -6451.621490246656        716.8488053044711         1192.773009591685         -0.6664517388776763       -7.676917171964678        1.007400865755683         
28620.13604990741         -6451.635367937374        716.7021918516712         1192.791643496643         -0.6664777046273409       -7.676958200362272        1.007137188335648         
28620.13605013889         -6451.649066556458        716.5480433401059         1192.811140036629         -0.6663929521043167       -7.676978830077887        1.007291031699665         
28620.13605033565         -6451.661007253116        716.4180435364019         1192.827555253315         -0.6662090160299667       -7.676664848220607        1.007116299041891         
28620.13605056713         -6451.672335786404        716.2640689056676         1192.848263742684         -0.6659979874443737       -7.676961295045619        1.007237421847925         
28620.13605076389         -6451.685018750632        716.1333593836573         1192.864735124329         -0.6659405719336081       -7.677081967929249        1.007040559389218         
28620.13605096065         -6451.693973556363        716.0035739184107         1192.88237238856          -0.665464426001897        -7.676770973515629        1.007131337007402         
28620.13605115741         -6451.707034668924        715.8736033275097         1192.899753710026         -0.6655843573765372       -7.67695437612144         1.007051403654301         
28620.13605140047         -6451.721365291693        715.7121782425464         1192.9211620136           -0.6653917094093478       -7.677195185029868        1.007061417930595         
28620.1360516088          -6451.731780263143        715.5731055147553         1192.939742227469         -0.665279702784212        -7.677114041874032        1.007030689729472         
28620.13605181713         -6451.743944525898        715.4334335562053         1192.956003736919         -0.6651300679486287       -7.677303506718767        1.006994419032901         
28620.13605207176         -6451.758770632774        715.2668918908353         1192.979763294705         -0.664941911114856        -7.677186759359911        1.006890668877895         
28620.13605228009         -6451.771588057624        715.1281627047241         1192.996832930847         -0.6646781947182429       -7.677305509760929        1.006750822340475         
28620.13605252315         -6451.784128342237        714.9663072640769         1193.018032375396         -0.6643754219594221       -7.677009127725233        1.006703175463246         
28620.13605274306         -6451.79834313882         714.8199517717496         1193.037097364943         -0.6643335679654794       -7.677119440382426        1.006857427762603         
28620.13605293981         -6451.808883933213        714.6906152506868         1193.055128320902         -0.6641517383668061       -7.677201517960998        1.006655480186104         
28620.136053125           -6451.818813940015        714.5676847710532         1193.070017874267         -0.6641720460845434       -7.677280404555395        1.006827445739404         
28620.13605337963         -6451.833329546963        714.3994502927665         1193.092300194016         -0.6639689530717366       -7.677348730698899        1.006819141731502         
28620.13605362267         -6451.85083345888         714.2383081386552         1193.113327358398         -0.663700785229736        -7.677160884929168        1.00665070735282          
28620.13605384259         -6451.86130055229         714.0900583241851         1193.133181641056         -0.6633874385512569       -7.677245900728553        1.006832272345859         
28620.13605403935         -6451.873314285754        713.9606764403844         1193.149726705769         -0.6634879603187421       -7.677470027881301        1.006720348478751         
28620.13605427084         -6451.883433326265        713.8081156560347         1193.172075627583         -0.6631316498827419       -7.677406350003094        1.006552494319777         
28620.13605447917         -6451.897810840045        713.6695829061215         1193.189273301762         -0.6630262461163428       -7.677485474925973        1.006688281323867         
28620.1360546875          -6451.910007256932        713.5315618151287         1193.206586813825         -0.6630032672719749       -7.677190350514401        1.00662762217481          
28620.13605490741         -6451.920233497141        713.3861493917971         1193.226346800541         -0.6626077891327113       -7.677373620051489        1.006559045959858         
28620.13605510417         -6451.931449135322        713.2563095231187         1193.243935557392         -0.6626529458862565       -7.677342300390501        1.00656976126834          
28620.1360553125          -6451.944469620677        713.1163860479546         1193.26068908244          -0.6622469507808904       -7.677277583011009        1.006449613594467         
28620.13605550926         -6451.955464539688        712.9868907587785         1193.27635427823          -0.6622771008662698       -7.677468208690472        1.00649616878067          
28620.13605576389         -6451.971140915668        712.8183432544045         1193.298503775616         -0.6619927458938927       -7.677591326389293        1.006398495149718         
28620.13605597222         -6451.983188051709        712.6778986885436         1193.316832894102         -0.6619304280860664       -7.677499482298445        1.006421700925616         
28620.13605616898         -6451.993650433967        712.5490614588047         1193.336865921999         -0.6615839646248879       -7.677411399798213        1.006284437280979         
28620.13605638889         -6452.006002550124        712.4025587141875         1193.351844692376         -0.6613326610173325       -7.677454968441193        1.00640725371335          
28620.13605658564         -6452.017446460042        712.2713173413049         1193.371749136715         -0.661417628367577        -7.677533006291275        1.006476113781432         
28620.13605681713         -6452.030051292174        712.116850273988          1193.39327386277          -0.6613222383576022       -7.677486589652605        1.00622990385557          
28620.13605706018         -6452.044681269003        711.9570831014589         1193.412768537377         -0.6609790107704572       -7.677459886742198        1.006220940017149         
28620.13605726852         -6452.057708725193        711.8197379583144         1193.431531972239         -0.6607830535235102       -7.67747759335868         1.006152341055425         
28620.13605747685         -6452.066114913354        711.6798009609673         1193.450253072721         -0.6608228091215722       -7.677643221013805        1.006228582394363         
28620.13605768518         -6452.080111122612        711.5429236961684         1193.46579807346          -0.6605256015357818       -7.677623791869149        1.006039112309014         
28620.13605793981         -6452.094985651657        711.3749666025408         1193.489180812444         -0.6602576922004453       -7.677543664046178        1.006110549966991         
28620.13605814815         -6452.106957939092        711.2374988426485         1193.507865893527         -0.6601717093367021       -7.677660406561635        1.006081299401516         
28620.13605834491         -6452.119575020934        711.1059289934441         1193.526256399354         -0.6600718242682742       -7.67776907495391         1.00612279888889          
28620.13605858796         -6452.132216162733        710.9440881223117         1193.545526728991         -0.6596205810535982       -7.677678362166986        1.005993487026994         
28620.13605898148         -6452.154901414389        710.6843283189459         1193.580123501418         -0.6594195147228535       -7.677537022155902        1.005869064331111         
28620.13605918982         -6452.16442932576         710.5445099854204         1193.596566497725         -0.659207903125372        -7.67762893461426         1.005616830169028         
28620.1360594213          -6452.180248204209        710.3912909657628         1193.617694293149         -0.6590574888450668       -7.677711980560539        1.005938321036192         
28620.13605961806         -6452.189257653958        710.2614580063021         1193.636712758721         -0.6591656242262626       -7.677806759786979        1.005905428226044         
