truthSat.TAIModJulian     truthSat.X                truthSat.Y                truthSat.Z                truthSat.VX               truthSat.VY               truthSat.VZ               
28620.13602758101         -6450.332071793485        731.5087899245154         1190.844528985271         -0.683816135372299        -7.674981125827193        1.010463681394178         
28620.1360277662          -6450.343011705528        731.3859900965676         1190.860696191954         -0.6836728699860913       -7.674997367191954        1.010437153960115         
28620.13602802083         -6450.358050341773        731.2171399088784         1190.882925408109         -0.6834758796853283       -7.67501969461537         1.010400678150742         
28620.13602822916         -6450.370351457039        731.0789893899937         1190.901112351717         -0.683314705463012        -7.675037958672015        1.010370833800712         
28620.13602846064         -6450.384015960321        730.9254884279196         1190.921319436784         -0.68313562263511         -7.675058248019966        1.010337672877699         
28620.13602866899         -6450.396311633928        730.7873295400627         1190.939506256597         -0.6829744388131137       -7.675076505803794        1.010307825908235         
28620.13602887732         -6450.408603723249        730.6491779986732         1190.957691528852         -0.6828132636396119       -7.67509475912152         1.010277980141476         
28620.1360290625          -6450.419527589333        730.5263763527453         1190.973855764295         -0.6826699965621791       -7.675110981395062        1.010251450188761         
28620.13602928241         -6450.432496703034        730.3805490611187         1190.993050242554         -0.682499866594196        -7.675130241802582        1.010219945402638         
28620.13602952545         -6450.446826543513        730.2193787777088         1191.014263485595         -0.6823118367668252       -7.675151524133525        1.010185125391205         
28620.13602975694         -6450.460471671533        730.0658678693925         1191.034467866615         -0.6821327428722607       -7.675171790630655        1.010151959661986         
28620.1360299537          -6450.472066634272        729.9353898025577         1191.051640210316         -0.6819805203766501       -7.675189012941269        1.010123769759675         
28620.13603019676         -6450.48638625078         729.7742106099387         1191.072852443836         -0.6817924804473925       -7.675210283309441        1.010088946378514         
28620.13603041667         -6450.499338691657        729.6283814317643         1191.092043834498         -0.6816223487249574       -7.675229523879853        1.010057438975901         
28620.1360306713          -6450.514332216383        729.4595261372183         1191.114264696845         -0.6814253536743611       -7.675251797630233        1.010020956086559         
28620.13603105324         -6450.536814377415        729.2062422767489         1191.147594485427         -0.6811298602443275       -7.675285198587503        1.009966230477499         
28620.13603152777         -6450.564732494769        728.8915624084915         1191.189000697098         -0.6807627395705775       -7.675326679573156        1.009898237581264         
28620.13603197916         -6450.591275431781        728.5922238988192         1191.228385467112         -0.680413517237885        -7.675366121438668        1.009833557642628         
28620.13603219907         -6450.604201672334        728.4463917600165         1191.247572005349         -0.6802433827630306       -7.675385330836174        1.009802046129262         
28620.13603814814         -6450.952663865484        724.5011106138628         1191.766391110856         -0.675640669315128        -7.675903536141994        1.008949384446306         
28620.1360383912          -6450.966850344974        724.33991641792           1191.787578682066         -0.675452615447081        -7.675924648103978        1.008914540185684         
28620.13603859953         -6450.979007041348        724.2017496114188         1191.805738874987         -0.6752914260898407       -7.675942740331599        1.008884673183954         
28620.13603883101         -6450.992511078875        724.0482305556209         1191.825916236591         -0.6751123264495673       -7.675962838757943        1.008851487093169         
28620.1360390162          -6451.00331172986         723.9254150215919         1191.84205764799          -0.6749690464687764       -7.675978914430454        1.008824937816361         
28620.13603921296         -6451.014784909652        723.7949232348843         1191.859207432157         -0.6748168112276693       -7.675995991843838        1.008796728816109         
28620.13603944444         -6451.028279454869        723.6414031141688         1191.879383034859         -0.6746377105991348       -7.676016078976136        1.008763541237761         
28620.13603967592         -6451.041770418071        723.4878825917534         1191.899557973803         -0.674458609597852        -7.676036161846508        1.008730353098101         
28620.13603987268         -6451.053234920427        723.3573898319272         1191.916706150018         -0.6743063734537622       -7.676053228935378        1.008702142738074         
28620.13604009259         -6451.06604512513         723.2115446393934         1191.935871191199         -0.6741362268565333       -7.676072300273096        1.008670613032269         
28620.13604033564         -6451.080200011294        723.0503468997986         1191.957052908157         -0.6739481697000838       -7.676093374644992        1.008635763820742         
28620.13604055555         -6451.093003410119        722.9045009445733         1191.976216688128         -0.6737780223952585       -7.676112437884984        1.008604233048563         
28620.13604074074         -6451.103782712218        722.7816830171614         1191.992354143436         -0.6736347401937581       -7.676128488156329        1.008577680426503         
28620.13604097222         -6451.117253615991        722.6281602468013         1192.012525365133         -0.6734556371069143       -7.676148547159724        1.008544489143842         
28620.1360411574          -6451.128027759923        722.5053417416901         1192.028661864533         -0.6733123543695257       -7.676164591293802        1.008517935713656         
28620.13604136573         -6451.140145931561        722.3671706166242         1192.046814918519         -0.673151161005374        -7.676182637684206        1.008488062675398         
28620.13604160879         -6451.15428013132         722.2059705602022         1192.067992801885         -0.672963101699775        -7.676203687443105        1.008453210222946         
28620.13604181712         -6451.166392016406        722.0677987314731         1192.086144690804         -0.6728019076829826       -7.676221726353661        1.008423336199871         
28620.13604200231         -6451.177155700659        721.9449790555943         1192.102279251743         -0.6726586238597191       -7.676237758042637        1.008396781131131         
28620.13604239583         -6451.20002091773         721.6839863927951         1192.136563782984         -0.6723541449455807       -7.676271816324858        1.008340350417714         
28620.13604265046         -6451.214810541739        721.5151081704837         1192.158746869031         -0.6721571286054888       -7.676293847473307        1.008303835562617         
28620.13604288194         -6451.22825189325         721.3615820932887         1192.178912613784         -0.6719780224518188       -7.6763138713149          1.00827063965069          
28620.13604309027         -6451.240346046891        721.2234082814393         1192.197061216408         -0.6718168265960697       -7.67633188912825         1.008240762850269         
28620.13604332175         -6451.253780592357        721.0698814434925         1192.217225699696         -0.6716377197370546       -7.676351904871868        1.008207565872387         
28620.13604354166         -6451.26654009259         720.9240305766892         1192.236381343841         -0.6714675678772658       -7.676370915880528        1.008176028223769         
28620.13604374999         -6451.278625058041        720.7858557381362         1192.254528243446         -0.6713063710696623       -7.676388922761571        1.008146149984374         
28620.13604399305         -6451.292720517169        720.6246513502115         1192.275698946582         -0.6711183077477465       -7.676409926426101        1.008111291464122         
28620.13604421296         -6451.305470148563        720.4787993811102         1192.294852761498         -0.6709481548661272       -7.676428925692596        1.008079752270039         
28620.13604440972         -6451.316874973137        720.3482999449024         1192.31198987742          -0.6707959125305566       -7.676445921775758        1.008051532562009         
28620.13604461805         -6451.328947848781        720.2101237563727         1192.330134536086         -0.6706347144716154       -7.676463914272068        1.008021652429432         
28620.13604486111         -6451.343029203105        720.0489177938026         1192.35130262475          -0.6704466496901854       -7.676484901154367        1.007986791700539         
28620.13604508102         -6451.355766072985        719.9030644003259         1192.370454074152         -0.6702764954884058       -7.676503885236898        1.007955250508226         
28620.13604527778         -6451.367159479339        719.7725636899214         1192.387589073529         -0.670124251971923        -7.676520867734377        1.007927029012359         
28620.13604552083         -6451.381230113939        719.6113565314625         1192.408755175084         -0.6699361860822391       -7.67654184186207         1.00789216660508          
28620.13604572917         -6451.39328751449         719.4731786165372         1192.42689696514          -0.6697749864234126       -7.676559815945716        1.007862284049569         
28620.1360459375          -6451.405342013445        719.3350003781093         1192.445038217307         -0.6696137864648363       -7.676577786576964        1.007832401039802         
28620.13604618056         -6451.419401928257        719.1737920244885         1192.466202331657         -0.6694257194677427       -7.676598747949959        1.007797536954294         
28620.13604638889         -6451.431450140402        719.0356130853522         1192.484342418367         -0.6692645188599553       -7.676616711100983        1.007767652960347         
28620.13604657407         -6451.442157226385        718.912787090256          1192.500466488303         -0.6691212291793586       -7.676632675448005        1.007741089028856         
28620.13604678241         -6451.454199957701        718.7746075404832         1192.518605558943         -0.6689600280058688       -7.676650632077775        1.00771120417696          
28620.13604702546         -6451.468246143572        718.6133976572786         1192.539767128136         -0.668771959591746        -7.676671577115671        1.007676337942369         
28620.13604730324         -6451.484294091373        718.4291572522383         1192.563950882074         -0.6685570237624914       -7.676695508547756        1.007636490060167         
28620.13604751157         -6451.496326666981        718.2909765715783         1192.582088069918         -0.6683958215414685       -7.676713453093952        1.007606603618665         
28620.13604774305         -6451.509692792273        718.1374421031661         1192.602239869915         -0.6682167076117226       -7.676733387429424        1.007573395928804         
28620.13604799768         -6451.524391392557        717.9685537274819         1192.624406082806         -0.6680196818625788       -7.676755310275468        1.007536866822406         
28620.13604820602         -6451.536414296001        717.8303719704943         1192.642541477417         -0.6678584786447268       -7.676773243313406        1.007506978867147         
28620.13604844907         -6451.55043734931         717.6691595127427         1192.663698757841         -0.6676704078461382       -7.676794160827433        1.007472109012084         
28620.13604864583         -6451.561786452135        717.5386538681011         1192.680825543753         -0.6675181597589129       -7.676811090611229        1.007443880581493         
28620.13604885416         -6451.573800328173        717.4004711071642         1192.6989592646           -0.6673569556114105       -7.676829012908054        1.007413991213529         
28620.13604905093         -6451.585144102305        717.2699648700911         1192.716085062503         -0.6672047069756393       -7.676845936351584        1.007385761949088         
28620.13604928241         -6451.598486405281        717.116427752297          1192.736232445629         -0.6670255905925664       -7.676865842342449        1.00735255053124          
28620.13604949074         -6451.610491415066        716.9782440059239         1192.754364522523         -0.6668643855326939       -7.676883754089884        1.007322659775923         
28620.1360496875          -6451.621826815499        716.8477368383355         1192.77148876778          -0.6667121360354423       -7.676900667570082        1.007294429201242         
28620.13604990741         -6451.634492729549        716.7018755460989         1192.790627062188         -0.6665419745176785       -7.67691956722712         1.007262876903257         
28620.13605013889         -6451.647821777864        716.5483369558449         1192.810771987592         -0.6663628567714914       -7.676939457447093        1.007229663411542         
28620.13605033565         -6451.6591486523          716.4178288413856         1192.8278946519           -0.6662106063977494       -7.676956360782737        1.007201431502921         
28620.13605056713         -6451.672471073244        716.2642895153397         1192.848038348385         -0.666031487970513        -7.676976243117208        1.007168216974367         
28620.13605076389         -6451.683792314408        716.1337807755809         1192.865159968096         -0.6658792370180234       -7.676993139750159        1.007139984184459         
28620.13605096065         -6451.695110967304        716.0032717486057         1192.882281107846         -0.665726985799719        -7.677010033303484        1.007111750989655         
28620.13605115741         -6451.706427031924        715.8727624344663         1192.899401767627         -0.6655747343156607       -7.677026923777176        1.007083517389964         
28620.13605140047         -6451.720402126552        715.7115446500241         1192.920550155281         -0.6653866585861852       -7.677047784228153        1.007048640031368         
28620.1360516088          -6451.732377635533        715.573357629013          1192.938676761745         -0.6652254504954572       -7.677065660874371        1.007018744660854         
28620.13605181713         -6451.744350242768        715.4351702862533         1192.956802830087         -0.665064242107015        -7.677083534067966        1.006988848836461         
28620.13605207176         -6451.758979488734        715.2662742082507         1192.978956182823         -0.6648672092280543       -7.677105374393599        1.006952308879176         
28620.13605228009         -6451.770945647618        715.1280861507165         1192.997081055312         -0.6647060001782834       -7.677123239914667        1.006922412046211         
28620.13605252315         -6451.784902498807        714.9668663438632         1193.018226059723         -0.6645179225775718       -7.677144078658815        1.006887531834154         
28620.13605274306         -6451.797526722761        714.8210004272871         1193.03735662302          -0.6643477567805063       -7.677162928711251        1.006855973014797         
28620.13605293981         -6451.808818676274        714.6904961913423         1193.054471927717         -0.6641955118479184       -7.677179790294965        1.006827737408857         
28620.136053125           -6451.819445322132        714.5676535105553         1193.070581965704         -0.6640522048719856       -7.677195659132832        1.006801159126808         
28620.13605337963         -6451.834052303253        714.398754966093          1193.092731189228         -0.6638551697113413       -7.677217472966753        1.006764615687472         
28620.13605362267         -6451.847990623317        714.2375408578071         1193.113871873158         -0.6636670992365179       -7.677238289460185        1.00672973434234          
28620.13605384259         -6451.860599345109        714.0916654741513         1193.133000444976         -0.6634969228277539       -7.677257121268964        1.006698171333883         
28620.13605403935         -6451.871877498627        713.9611519598998         1193.150114073853         -0.6633446674581469       -7.677273966634331        1.006669931805097         
28620.13605427084         -6451.885142600733        713.8076062824186         1193.170247140255         -0.6631655431548868       -7.677293780768318        1.006636708311916         
28620.13605447917         -6451.897078129602        713.6694148338979         1193.188366331891         -0.6630043309686694       -7.677311609844365        1.006606806689139         
28620.1360546875          -6451.909010756649        713.5312230644849         1193.206484985293         -0.6628431184857316       -7.67732943546768         1.006576904612668         
28620.13605490741         -6451.921603159293        713.3853536264892         1193.225609646626         -0.6626729494319166       -7.677348247657603        1.006545340817539         
28620.13605510417         -6451.932867305251        713.2548385632306         1193.242720677365         -0.6625206926299837       -7.677365076356081        1.006517099098696         
28620.1360553125          -6451.944791226798        713.1166458315136         1193.260837716019         -0.6623594792573179       -7.677382891621151        1.006487195661223         
28620.13605550926         -6451.956050043758        712.9861301793615         1193.277947758284         -0.6622072219109458       -7.67739971397891         1.006458953109294         
28620.13605576389         -6451.970616435207        712.8172271462234         1193.300089453206         -0.6620101825997129       -7.677421479517228        1.00642240332381          
28620.13605597222         -6451.982531167566        712.679033399348          1193.318204787323         -0.6618489682885944       -7.677439283848522        1.006392498449855         
28620.13605616898         -6451.993781305832        712.5485167886161         1193.335313219724         -0.6616967100561156       -7.677456095879916        1.006364254541288         
28620.13605638889         -6452.006351926697        712.4026449443187         1193.354433840672         -0.6615265387778199       -7.677474882152738        1.006332687341165         
28620.13605658564         -6452.017595922282        712.2721354059627         1193.371540249973         -0.661374288942454        -7.677491686673707        1.006304444237307         
28620.13605681713         -6452.030822277974        712.1185776970383         1193.391667012833         -0.6611951516577155       -7.677511454906722        1.006271212922209         
28620.13605706018         -6452.044704740259        711.9573574161235         1193.412797335706         -0.6610070754762367       -7.677532204937688        1.006236322844799         
28620.13605726852         -6452.05660207752         711.8191539988337         1193.430910326555         -0.6608458503668032       -7.677549988772867        1.006206413487149         
28620.13605747685         -6452.068495851879        711.6809579390161         1193.449021772825         -0.6606846339180599       -7.677567768167178        1.00617650533751          
28620.13605768518         -6452.080386724338        711.5427615592005         1193.467132680744         -0.6605234171736344       -7.677585544108642        1.00614659673437          
28620.13605793981         -6452.094916072043        711.3738544382845         1193.489267503763         -0.660326374084565        -7.677607265570261        1.00611004115913          
28620.13605814815         -6452.106800495821        711.2356573475847         1193.507377215318         -0.6601651566833262       -7.677625033838707        1.006080131548257         
28620.13605834491         -6452.118022009266        711.1051375793924         1193.524480337443         -0.6600128955330924       -7.677641811810668        1.006051883166064         
28620.13605858796         -6452.131880305153        710.9439068837606         1193.545607060587         -0.6598248078661119       -7.677662533288582        1.006016987547299         
28620.13605898148         -6452.154309171719        710.6828657874293         1193.579810677685         -0.6595202841245952       -7.677696072383708        1.005960488570325         
28620.13605918982         -6452.166179085864        710.5446670983623         1193.597917697273         -0.6593590652468292       -7.677713823387722        1.005930576692297         
28620.1360594213          -6452.179364475845        710.3911126246944         1193.618035976449         -0.6591799328143335       -7.677733542675809        1.005897340740514         
28620.13605961806         -6452.190569240469        710.2605910120212         1193.635135991108         -0.6590276699603493       -7.677750300719007        1.005869089741414         
